LV_ID,STAGE_NAME,STAGE_NO,IS_DUMMY,MULTIPLICITY,STAGE_IMPULSE,STAGE_APOGEE,STAGE_PERIGEE
523,ELT Thor N,1,0,1,,150,-5500
523,LE-5,2,0,1,,220,-1000
523,UM129A,3,0,1,,35800,200
524,Castor 2,0,0,9,,50,-6100
524,ELT Thor N,1,0,1,,150,-5500
524,LE-5,2,0,1,,600,100
524,UM129A,3,0,1,,35800,200
525,H-II SRB,0,0,2,291400,60,-6250
525,H-II SSB,-1,0,2,,50,-6250
525,H-II Stage 1,1,0,1,373680,250,-4400
525,H-II Stage 2,2,0,1,73200,400,400
526,H-II SRB,0,0,2,291400,60,-6260
526,H-II Stage 1,1,0,1,373680,300,-4600
526,H-II Stage 2,2,0,1,73200,400,400
527,H-II SRB-A3,0,0,2,,70,-6260
527,H-IIA Stage 1,1,0,1,,250,-4400
527,H-IIA Stage 2,2,0,1,,400,400
528,H-II SRB-A,0,0,2,,70,-6260
528,H-IIA Stage 1,1,0,1,,250,-4400
528,H-IIA Stage 2,2,0,1,,400,400
529,Castor 4AXL,-1,0,2,,75,-6250
529,H-II SRB-A,0,0,2,,75,-6250
529,H-IIA Stage 1,1,0,1,,250,-4500
529,H-IIA Stage 2,2,0,1,,500,500
530,Castor 4AXL,-1,0,4,,90,-6190
530,H-II SRB-A3,0,0,2,,100,-6190
530,H-IIA Stage 1,1,0,1,,330,-4340
530,H-IIA Stage 2,2,0,1,,500,500
531,Castor 4AXL,-1,0,4,,90,-6190
531,H-II SRB-A,0,0,2,,100,-6190
531,H-IIA Stage 1,1,0,1,,330,-4340
531,H-IIA Stage 2,2,0,1,,500,500
532,H-II SRB-A3,0,0,4,,70,-6260
532,H-IIA Stage 1,1,0,1,,250,-4400
532,H-IIA Stage 2 U,2,0,1,,400,400
533,H-II SRB-A,0,0,4,,70,-6260
533,H-IIA Stage 1,1,0,1,,250,-4400
533,H-IIA Stage 2,2,0,1,,400,400
534,H-II SRB-A3,0,0,4,,50,-6378
534,H-IIA Stage 2,2,0,1,,300,200
534,H-IIB Stage 1,1,0,1,,100,-6000
535,Gosling,1,0,1,,10,-6370
535,LAPSTAR,2,0,1,,100,-6370
536,Demon,1,0,1,,10,-6370
536,HAEC FFAR,2,0,1,,10,-6370
537,HALO,1,0,1,,60,-6378
538,HAT,1,0,1,,10,-6370
538,LAPSTAR,2,0,1,,80,-6370
539,X-265,1,0,1,,1,-6370
539,X-271,2,0,1,,10,-6370
540,HIBEX,1,0,1,,20,-6300
541,Balloon,0,0,1,,18,-6378
541,KM Rockoon,1,0,1,,70,-6378
542,M-6,1,0,1,,10,-6370
543,Hydac,2,0,1,,170,-6370
543,M-6,1,0,1,,10,-6370
544,Javelin 3,2,0,1,,300,-6370
544,M-6,1,0,1,,15,-6370
545,M-6,1,0,1,,10,-6370
545,Nike,2,0,1,,100,-6370
546,Gosling,3,0,1,,43,-6276
546,M-6,1,0,1,,24,-6365
546,Nike,2,0,1,,37,-6290
547,Hydac,3,0,1,,500,-6370
547,M-6,1,0,1,,10,-6370
547,Nike,2,0,1,,50,-6370
548,Javelin 3,3,0,1,,300,-6370
548,M-6,1,0,1,,10,-6370
548,Nike,2,0,1,,40,-6370
549,M-6,1,0,1,,10,-6370
549,Nike,3,0,1,,120,-6300
549,Nike,2,0,1,,40,-6300
550,Cygnus 20,4,0,1,,1380,-6100
550,M-6,1,0,1,,15,-6360
550,Nike,3,0,1,,90,-6300
550,Nike,2,0,1,,40,-6300
551,M-6,1,0,1,,20,-6364
551,Nike,3,0,1,,35,-6300
551,Nike,2,0,1,,30,-6338
551,Recruit,4,0,1,,35,-6300
552,M-6,1,0,1,,30,-6300
552,Nike,2,0,1,,30,-6300
552,Nike,3,0,1,,30,-6300
552,Recruit,4,0,1,,30,-6300
552,T-55,5,0,1,,30,-6300
553,M-6,1,0,1,,10,-6378
553,Nike,2,0,1,,20,-6378
553,T-40,3,0,1,,30,-6378
554,M-6,1,0,1,,10,-6378
554,Nike,2,0,1,,20,-6378
554,T-40,3,0,1,,30,-6378
554,T-55,4,0,1,,30,-6378
555,Deacon,3,0,3,,30,-6378
555,M-6,1,0,1,,10,-6378
555,Nike,2,0,1,,20,-6378
555,T-40,4,0,1,,30,-6378
556,M-6,1,0,1,,20,-6370
556,Orion,2,0,1,,120,-6370
557,M-6,1,0,1,,10,-6370
557,Nike,2,0,1,,23,-6362
557,Recruit,4,0,1,,64,-5738
557,Skat,3,0,1,,34,-6157
558,M55E1,1,0,1,,70,-6370
558,M56A1,2,0,1,,200,-6370
559,HPAG,1,0,1,,10,-6378
560,Deacon,2,0,1,,10,-6378
560,HPAG,1,0,1,,10,-6378
561,M56A1,2,0,1,,400,-6300
561,Talos,1,0,1,,5,-6378
562,S9,1,0,1,,70,-6300
563,AeroHTV,1,0,1,,1,-6378
563,AeroHTV Stage 2,2,0,1,,10,-6378
564,HVAR,1,0,1,,5,-6378
565,HVAR,1,0,1,,5,-6378
565,Mk7,2,0,1,,5,-6378
566,HYSR,1,0,1,,70,-6370
567,Hades,1,0,1,,150,-6370
568,Hatf I,1,0,1,,50,-6370
569,Hatf I,2,0,1,,250,-6370
569,Hatf I,1,0,1,,50,-6370
570,M57A1,2,0,1,,300,-6370
570,SR19AJ1,1,0,1,,70,-6370
571,Hermes A-1,1,0,1,,30,-6370
572,Hermes A-3A,1,0,1,,30,-6370
573,Hermes A-3B,1,0,1,,35,-6370
574,V-2-Ram,1,0,1,,150,-6370
575,B-58 Hustler,0,0,1,,10,-6378
575,TX-20 Sergeant,1,0,1,,76,-6370
576,M-6,1,0,1,,10,-6370
577,Hopi III,1,0,1,,90,-6370
578,Cajun,2,0,1,,100,-6378
578,Terrier,1,0,1,,5,-6378
579,Hwasong 5,1,0,1,,200,-6350
580,Hwasong 6,1,0,1,,200,-6350
581,Hwasong ER,1,0,1,,150,-6300
582,Hwasong 10,1,0,1,,1000,-6100
583,Hwasong-12 Stage 1,1,0,1,,2000,-6370
584,Hwasong-12 Stage 1,1,0,1,,50,-6370
584,Hwasong-14 Stage 2,2,0,1,,3000,-6370
585,Hwasong-15 Stage 1,1,0,1,,50,-6370
585,Hwasong-15 Stage 2,2,0,1,,3000,-6370
586,Hwasong-7,1,0,1,,150,-6300
587,HTR,1,0,1,,30,-6378
588,NOTS 401A,1,0,1,,20,-6378
588,Sandhawk,2,0,1,,250,-6300
589,Iris,1,0,1,,200,-6378
589,MR-1,0,0,1,,3,-6378
590,NB-52,0,0,1,,10,-6378
590,Orion 50S,1,0,1,,33,-6378
591,Hyperion,1,0,1,,36,-6378
592,Hyunmoo Booster,1,0,1,,2,-6378
592,TX-30,2,0,1,,20,-6378
593,Hyunmoo-2A,1,0,1,,100,-6378
594,Hyunmoo-2B,1,0,1,,100,-6378
595,Hyunmoo-2C,1,0,1,,100,-6378
596,Orion 50,3,0,1,,300,-5000
596,Orion 50SXLT,2,0,1,,70,-6000
596,Trident C-4 Stage 1,1,0,1,,40,-6370
597,INTA S-12,1,0,1,,1,-6378
597,INTA-100,2,0,1,,100,-6378
598,Chick,0,0,4,,1,-6378
598,Goose,1,0,1,,130,-6378
599,Heron,1,0,1,,2,-6378
599,Snipe,2,0,1,,200,-6370
600,Heron,1,0,1,,2,-6378
600,Snipe,2,0,1,,150,-6370
601,Orion 50SXLT,1,0,1,,70,-6000
601,Orion 50XLT,2,0,1,,300,-5000
602,Icarus,1,0,1,,1,-6378
602,Icarus Stage 2,2,0,1,,60,-6378
603,Taurus,1,0,1,,2,-6370
604,Imp Malemute,1,0,1,,120,-6300
605,Improved Orion,1,0,1,,88,-6370
606,Iraqi Gun Projectile,1,0,1,,100,-6370
607,Iris,1,0,1,,200,-6300
607,MARC 14B1,0,0,1,,1,-6378
608,Iskander,1,0,1,,150,-6378
609,Iskander-E,1,0,1,,150,-6378
610,Iskander-M,1,0,1,,150,-6378
611,Ivanov,3,0,1,,35,-6378
611,Ivanov,1,0,1,,5,-6378
611,Ivanov,2,0,1,,10,-6378
611,Ivanov Booster,0,0,1,,1,-6378
612,H-II SRB,1,0,1,,95,-6360
612,M-23,2,0,1,,110,-5450
613,JCR,2,0,1,,200,-6370
613,JCR Booster,1,0,1,,10,-6370
614,DF-21,1,0,1,,100,-6300
614,DF-21 St2,2,0,1,,500,-6300
615,DF-31 St1,1,0,1,,50,-6300
615,DF-31 St2,2,0,1,,200,-5500
615,DF-31 St3,3,0,1,,1000,-4000
616,Goldfinch II,2,0,1,,30,-6370
616,Gosling IV,3,0,1,,30,-6370
616,Rook IIIA,1,0,1,,30,-6370
617,Goldfinch II,2,0,1,,30,-6370
617,Gosling IV,3,0,1,,30,-6370
617,Rook IIIA,1,0,1,,30,-6370
618,Rook IIIA,1,0,1,,30,-6370
618,Rook IIIB,2,0,1,,30,-6370
619,B-57A Canberra,0,0,1,,10,-6378
619,Baby Sergeant,3,0,1,,800,-6300
619,Recruit,1,0,3,,20,-6300
619,Recruit,2,0,1,,100,-6300
620,Gosling IIN,2,0,1,,30,-6370
620,Lobster I,3,0,1,,30,-6370
620,Rook II,1,0,1,,30,-6370
621,Goldfinch II,2,0,1,,30,-6370
621,Gosling IV,3,0,1,,30,-6370
621,Rook IIIA,1,0,1,,30,-6370
622,MLRS,0,0,2,,5,-6100
622,SR19,1,0,1,,70,-6370
622,SR19,2,0,1,,300,-6370
623,M-6,1,0,1,,5,-6370
623,Nike,2,0,1,,14,-6370
623,Nike,3,0,1,,50,-6300
623,Recruit,4,0,1,,200,-6250
623,T-55,5,0,1,,800,-6200
624,Altair,4,0,1,,1300,-6150
624,M-6,1,0,1,,5,-6370
624,Nike,3,0,1,,95,-6300
624,Nike,2,0,1,,14,-6370
625,Javelin 3,1,0,1,,80,-6370
626,MD-620,1,0,1,,100,-6370
626,NA-805,2,0,1,,100,-6370
627,Jericho II,1,0,1,,300,-6370
628,Jericho IIIA1,1,0,1,,100,-6370
628,Jericho IIIA2,2,0,1,,300,-6370
629,Jericho-1,1,0,1,,100,-6370
630,Altair,4,0,1,,1100,-6250
630,Lance,2,0,1,,70,-6378
630,Lance,3,0,1,,300,-6300
630,Recruit,0,0,2,,1,-6378
630,Sergeant,1,0,1,,30,-6378
631,Judi I,1,0,1,,75,-6370
632,M57A1,2,0,1,,300,-6370
632,SR19AJ1,1,0,1,,70,-6370
633,Cluster Stage 2,2,0,1,,830,-4000
633,Cluster Stage 3,3,0,1,,830,-4000
633,Jupiter,1,0,1,,442,-5179
634,Cluster Stage 2,2,0,1,,442,-3868
634,Cluster Stage 3,3,0,1,,442,-1883
634,Jupiter,1,0,1,,442,-5179
634,RTV Motor,4,0,1,,872,440
635,Redstone,1,0,1,,90,-6230
636,Cluster Stage 2,2,0,1,,360,-5500
636,Cluster Stage 3,3,0,1,,360,-3600
636,RTV Motor,4,0,1,,2500,360
636,Redstone,1,0,1,,360,-6200
637,Cluster Stage 2,2,0,1,,363,-5500
637,Cluster Stage 3,3,0,1,,1000,-4094
637,Redstone,1,0,1,,360,-6200
638,Jupiter,1,0,1,,500,-5700
639,K-15 Booster,1,0,1,,5,-6378
639,K-15 Stage 2,2,0,1,,200,-6300
640,K-4 Booster,1,0,1,,5,-6378
640,K-4 Stage 2,2,0,1,,200,-6300
641,K-BATS,1,0,1,,50,-6370
642,K150,1,0,1,,5,-6378
643,K245,1,0,1,,1,-6378
644,R-12,1,0,1,,500,-6200
645,R-12,1,0,1,,500,-6200
646,R-14,1,0,1,,500,-5800
646,S3M,2,0,1,,500,-5800
647,R-14,1,0,1,,500,-5800
647,S3M,2,0,1,,500,-5800
648,KN-02,1,0,1,,20,-6378
649,KSR,1,0,1,,40,-6370
650,KSR,2,0,1,,150,-6370
650,KSR Booster,1,0,1,,35,-6370
651,KSR-III,1,0,1,,100,-6300
652,DF-21,1,0,1,,50,-6300
652,DF-21 St2,2,0,1,,200,-5000
652,KT-1 St3,3,0,1,,200,200
653,DF-31 St1,1,0,1,,50,-6300
653,DF-31 St2,2,0,1,,200,-5500
653,DF-31 St3,3,0,1,,1000,-4000
654,Kappa 1,1,0,1,,5,-6378
655,K420(1/3),2,0,1,,250,-6300
655,K420H,1,0,1,,30,-6378
656,K420(1/3),2,0,1,,300,-6300
656,K420H,1,0,1,,30,-6378
657,K10S,3,0,1,,740,-6370
657,K420(1/3),2,0,1,,250,-6300
657,K420H,1,0,1,,30,-6378
658,Kappa 1,2,1,1,,5,-6378
658,Kappa 3 Booster,1,0,1,,5,-6378
659,Kappa 1,2,0,1,,30,-6378
659,Kappa 3 Booster,1,0,1,,5,-6378
660,Kappa 4,2,0,1,,40,-6378
660,Kappa 4 Booster,1,0,1,,5,-6378
661,K150,2,0,1,,15,-6378
661,Kappa 6,1,0,1,,5,-6378
662,K150,2,0,1,,85,-6350
662,Kappa 6,1,0,1,,50,-6379
663,K150,2,0,1,,70,-6350
663,Kappa 6H,1,0,1,,40,-6350
664,K420,1,0,1,,53,-6370
665,K420,1,0,1,,50,-6370
665,Kappa 8,2,0,1,,200,-6370
666,Kappa 6H,1,0,1,,50,-6378
666,Kappa 8L,2,0,1,,150,-6340
667,K150,3,0,1,,350,-6378
667,K420,1,0,1,,50,-6378
667,Kappa 6,2,0,1,,100,-6378
668,K250,2,0,1,,250,-6370
668,K420H,1,0,1,,60,-6370
669,Zelzal,1,0,1,,60,-6378
670,Kavoshgar,1,0,1,,15,-6370
671,Khorramshahr,1,0,1,,1000,-6100
672,Judi III,2,0,1,,100,-6370
672,Kisha,1,0,1,,20,-6378
673,Hopi,2,0,1,,300,-6378
673,Kiva,1,0,1,,30,-6378
674,27D6,1,0,1,,20,-6300
674,28D6,2,0,1,,100,-6300
674,29D6,3,0,1,,500,-6300
674,MiG31D 072,0,0,1,,17,-6300
675,Lupus,1,0,1,,20,-6378
675,Musca,2,0,1,,50,-6378
676,Lupus 2,1,0,1,,20,-6378
676,Musca,2,0,1,,50,-6378
677,Lupus 3,1,0,1,,20,-6378
677,Musca,2,0,1,,50,-6378
678,R-12,1,0,1,,100,-6000
678,S1M,2,0,1,,200,200
679,R-14,1,0,1,,140,-6100
679,S3,2,0,1,,200,200
680,R-14 11K65MA,1,0,1,226900,140,-6100
680,S3M,2,0,1,52600,200,200
681,R-12,1,0,1,,100,-6000
681,S1,2,0,1,,200,200
682,R-14,1,0,1,,100,-6100
682,S3,2,0,1,,200,200
683,DF-21 St2,2,0,1,,200,-5000
683,KZ-1 St3,3,0,1,,200,200
683,KZ-1 St4,4,0,1,,200,200
683,KZ-1A St1,1,0,1,,50,-6300
684,15Zh59A,1,0,1,,10,-6378
684,15Zh59B,2,0,1,,100,-6378
684,15Zh59V,3,0,1,,1000,-6378
686,M57A1,3,0,1,,400,-6000
686,Sergeant,2,0,1,,90,-6300
686,Talos,1,0,1,,10,-6370
687,Balloon,0,0,1,,18,-6378
687,Star 48B,1,0,1,,55,-6378
689,LM AS,1,0,1,,0,0
691,C-17,0,0,1,,10,-6378
691,SR19,1,0,1,,50,-6300
691,SR19,2,0,1,,300,-6300
692,LS-A,2,0,1,,150,-6370
692,LS-A Booster,1,0,1,,5,-6378
693,LS-C Booster,1,0,1,,5,-6378
693,LS-C-7,2,0,1,,100,-6370
694,LS-C,2,0,1,,100,-6370
694,LS-C Booster,1,0,1,,5,-6378
695,Trident C-4 Stage 1,1,0,1,,40,-6370
695,Trident C-4 Stage 2,2,0,1,,150,-6000
696,L735,1,0,1,11800,25,-6370
696,Lambda2-2,2,0,1,,410,-6360
696,SB-310,0,0,2,1406,3,-6370
697,L735,1,0,1,11800,30,-6370
697,Lambda3-2,2,0,1,,300,-6370
697,Lambda3-3,3,0,1,,1000,-6344
697,SB-310,0,0,2,1406,3,-6370
698,L500,3,0,1,1863,2000,-6340
698,L735,1,0,1,11800,25,-6370
698,L735(1/3),2,0,1,4531,300,-6370
698,SB-310,0,0,2,1406,3,-6370
699,L480S,4,0,1,245,4000,500
699,L500,3,0,1,1863,525,-4800
699,L735,1,0,1,11800,50,-6360
699,L735(1/3),2,0,1,4531,300,-6300
699,SB-310,0,0,2,1406,3,-6370
700,L480S,4,0,1,245,300,-6000
700,L500,3,0,1,1863,300,-6000
700,L735,1,0,1,11800,50,-6360
700,L735(1/3),2,0,1,4531,300,-6300
700,SB-310,0,0,2,1406,3,-6370
701,L480S,4,0,1,245,400,-2500
701,L500,3,0,1,1863,400,-5000
701,L735,1,0,1,11800,50,-6360
701,L735(1/3),2,0,1,4531,300,-6300
701,SB-310,0,0,2,1406,3,-6370
702,Lance Missile,1,0,1,,45,-6378
703,Lark,1,0,1,,8,-6378
704,R-29RM St1,1,0,1,,70,-6100
704,R-29RM St2,2,0,1,,500,-5000
704,R-29RM St3,3,0,1,,1000,-3000
705,Gosling,2,0,1,,20,-6378
705,Rook,1,0,1,,5,-6378
706,Lex,1,0,1,,100,-6370
707,Castor,1,0,2,,25,-6368
707,Recruit,0,0,4,,25,-6368
708,Pollux,1,0,2,,25,-6368
708,Recruit,0,0,4,,25,-6368
709,Castor,1,0,4,,25,-6368
709,Recruit,0,0,4,,25,-6368
710,Pollux,1,0,4,,25,-6368
710,Recruit,0,0,4,,25,-6368
711,Algol 1D,1,0,6,,25,-6368
712,Algol 1D,1,0,2,,25,-6368
712,Recruit,0,0,4,,25,-6368
713,Algol 1D,1,0,4,,25,-6368
713,Recruit,0,0,5,,25,-6368
714,Algol 1D,1,0,1,,25,-6368
714,Recruit,0,0,6,,25,-6368
715,Loki,1,0,1,,75,-6378
716,Loki-Dart,1,0,1,,75,-6378
717,Loki SR71-AD-1,1,0,1,,75,-6378
718,Balloon,0,0,1,,10,-6378
718,Loki,1,0,1,,100,-6378
719,Gosling,1,0,1,,30,-6378
719,Mayfly,2,0,1,,100,-6378
720,Long Tom,1,0,1,,30,-6378
720,Mayfly,2,0,1,,100,-6378
721,Dorado,1,0,1,,30,-6378
721,Lupus,2,0,1,,75,-6378
722,Dorado,1,0,1,,30,-6378
722,Lupus 3,2,0,1,,140,-6378
723,Luna-M,1,0,1,,70,-6378
724,Lynx,1,0,1,,10,-6378
725,M-100,1,0,1,,10,-6378
725,M-100 St2,2,0,1,,85,-6370
726,M-100,1,0,1,,10,-6378
726,M-100 St2,2,0,1,,85,-6370
727,M-100,1,0,1,,10,-6378
727,M-100 St2,2,0,1,,85,-6370
728,M-100,1,0,1,,10,-6378
728,M-100 St2,2,0,1,,85,-6370
729,Fateh-110,1,0,1,,60,-6378
730,M-14,1,0,1,185220,70,-6200
730,M-25,2,0,1,88040,230,-5000
730,M-34,3,0,1,29580,200,200
731,M-14,1,0,1,185220,70,-6200
731,M-24,2,0,1,88040,230,-5000
731,M-34,3,0,1,29580,200,200
732,M56A1,1,0,1,,300,-6350
733,MCR-3,0,0,1,,10,-6378
733,RH-125,1,0,1,,50,-6378
734,Meteo,1,0,1,,50,-6378
735,MD-620,1,0,1,,100,-6370
735,NA-805,2,0,1,,100,-6370
736,MD-620,1,0,1,,100,-6370
737,MERA,2,0,1,,80,-6370
737,MERA,1,0,1,,10,-6378
738,MMR-06,1,0,1,,60,-6378
740,MR-12,1,0,1,,170,-6370
741,MR-20,1,0,1,,150,-6370
742,M-250,1,0,1,,150,-6370
743,MR-30,1,0,1,,300,-6370
744,MR-UR-100 BR,3,0,1,,1000,-4500
744,MR-UR-100 St 1,1,0,1,,70,-6300
744,MR-UR-100 St 2,2,0,1,,200,-5500
745,MR-UR-100 BR,3,0,1,,1000,-4500
745,MR-UR-100 St 1,1,0,1,,70,-6300
745,MR-UR-100 St 2,2,0,1,,200,-5500
746,SR19,2,0,1,,300,-5500
746,SR19,1,0,1,,70,-6100
747,SR19,1,0,1,,5,-6100
747,SR73AJ1-ATK,2,0,1,,70,-6100
748,Castor 4B,1,0,1,,300,-6370
749,Rita I,2,1,1,,50,-6370
749,SEP 904,1,0,1,,50,-6370
750,Rita I,2,0,1,,500,-6000
750,SEP 904,1,0,1,,50,-6370
751,Rita I,2,0,1,,500,-6000
751,SEP 904,1,0,1,,50,-6370
752,Rita I,2,0,1,,500,-5500
752,SEP 904,1,0,1,,50,-6370
753,Rita I,2,1,1,,50,-6370
753,SEP 901,1,0,1,,50,-6370
754,Rita II,2,0,1,,600,-5500
754,SEP 904,1,0,1,,50,-6370
755,Rita II,2,0,1,,600,-5300
755,SEP 904,1,0,1,,50,-6370
756,MSBS 401,1,0,1,,50,-6370
756,MSBS 402,2,0,1,,100,-6300
756,MSBS 403,3,0,1,,800,-5500
757,MSBS 401,1,0,1,,50,-6370
757,MSBS 402,2,0,1,,100,-6300
757,MSBS 403,3,0,1,,800,-5500
758,MSBS 501,1,0,1,,50,-6370
758,MSBS 502,2,0,1,,100,-6300
758,MSBS 503,3,0,1,,1000,-5500
759,MT-135P,1,0,1,,55,-6378
760,MT-135P,1,0,1,,71,-6378
761,MT-135P,1,0,1,,65,-6378
762,AeroHTV,1,0,1,,1,-6378
762,AeroHTV Stage 2,2,0,1,,10,-6378
763,MX-775,1,0,1,,10,-6378
764,Mace,1,0,1,,12,-6378
765,Malemute,1,0,1,,150,-6370
766,Martlet 1,1,0,1,,100,-6370
767,Martlet 2,1,0,1,,100,-6370
768,Martlet 2,1,0,1,,100,-6370
769,Martlet 3A,1,0,1,,100,-6370
770,Martlet 3B,1,0,1,,100,-6370
771,Matador,1,0,1,,12,-6378
772,Castor 4B,1,0,1,,700,-6370
773,RH-125,1,0,1,,20,-6378
773,RH-125S,2,0,1,,60,-6370
774,Mesquito,1,0,1,,50,-6378
775,Meteo,1,0,1,,50,-6378
776,Meteor 1,1,0,1,,40,-6378
777,Meteor-2,1,0,1,,68,-6378
778,Meteor SRB,0,0,2,,5,-6378
778,Meteor-2,1,0,1,,90,-6370
779,Meteor 1,2,0,1,,60,-6378
779,Meteor 3 Booster,1,0,1,,30,-6378
780,Meteor 1,2,0,1,,60,-6378
780,Meteor 3B Booster,1,0,1,,30,-6378
781,Metroc,1,0,1,,50,-6378
782,Super Loki,1,0,1,,82,-6370
783,M55E1,1,0,1,,70,-6300
783,Orion 38,4,0,1,,700,700
783,Orion 50XL,3,0,1,,700,-4300
783,SR19AJ1,2,0,1,,300,-6120
784,M55E1,1,0,1,,75,-6250
784,M57A1,3,0,1,,1300,-3500
784,SR19AJ1,2,0,1,,350,-5600
785,Castor 120,1,0,1,,50,-6200
785,Orion 38,4,0,1,,740,740
785,Orion 50SXLG,2,0,1,,180,-5000
785,Orion 50XL,3,0,1,,714,-2836
786,GCA/Orion 38,5,0,1,,500,500
786,GCA/Orion 38,4,0,1,,500,500
786,SR118,1,0,1,,34,-6320
786,SR119,2,0,1,,120,-6050
786,SR120,3,0,1,,920,-3800
787,GCA/Orion 38,4,0,1,,500,500
787,HAPS Stage,5,0,1,,500,500
787,SR118,1,0,1,,34,-6320
787,SR119,2,0,1,,120,-6050
787,SR120,3,0,1,,920,-3800
788,GCA/Orion 38,4,0,1,,500,500
788,SR118,1,0,1,,34,-6320
788,SR119,2,0,1,,120,-6050
788,SR120,3,0,1,,920,-3800
789,SR118,1,0,1,,34,-6320
789,SR119,2,0,1,,120,-6050
789,SR120,3,0,1,,120,-3800
790,SR118,1,0,1,,34,-6320
790,SR119,2,0,1,,120,-6050
790,SR120,3,0,1,,920,-3800
790,Star 48V,4,0,1,,500,500
791,SR118,1,0,1,,34,-6320
791,SR119,2,0,1,,120,-6050
791,SR120,3,0,1,,920,-3800
791,Star 37FM,5,0,1,,200,20000
791,Star 48V,4,0,1,,500,500
792,M55E1,1,0,1,,50,-6370
792,M57A1,3,1,1,,50,-6370
792,SR19AJ1,2,1,1,,50,-6370
793,M55A1,1,0,1,,1,-6378
794,M55A1,1,0,1,,72,-6249
794,M56A1,2,0,1,,328,-5630
794,M57A1,3,0,1,,1100,-3470
795,M55E1,1,0,1,,72,-6249
795,M56A1,2,0,1,,328,-5630
795,M57A1,3,0,1,,1100,-3470
796,M55E1,1,0,1,,75,-6250
796,M57A1,3,0,1,,1300,-3500
796,SR19AJ1,2,0,1,,350,-5600
797,M57A1,2,0,1,,230,-5500
797,SR19AJ1,1,0,1,,70,-6200
798,M55E1-ATK,1,0,1,,75,-6250
798,PBS,4,0,1,,1300,-3500
798,SR19AJ1-ATK,2,0,1,,350,-5600
798,SR73AJ1-ATK,3,0,1,,1200,-3500
799,M55E1,1,0,1,,75,-6250
799,PBS,4,0,1,,1300,-3500
799,SR19AJ1,2,0,1,,350,-5600
799,SR73AJ1,3,0,1,,1200,-3500
800,8K74,1,0,4,,75,-5900
800,8K74A,2,0,1,,200,-4500
800,8K78I,3,0,1,,200,200
800,BOZ,4,0,1,,200,200
800,Blok-L,5,0,1,,200,200
801,8K74,1,0,4,,75,-5900
801,8K74A,2,0,1,,200,-4500
801,8K78I,3,0,1,,200,200
801,BOZ,4,0,1,,200,200
801,Blok-L,5,0,1,,200,200
802,8K74,1,0,4,,75,-5900
802,8K74A,2,0,1,,200,-4500
802,8K78I,3,0,1,,200,200
802,BOZ,4,0,1,,200,200
802,Blok-L,5,0,1,,200,200
803,11S510,3,0,1,,200,200
803,11S59,1,0,4,,75,-5900
803,11S59A,2,0,1,,200,-4500
803,BOZ,4,0,1,,200,200
803,Blok-2BL,5,0,1,,200,200
804,11S510,3,0,1,,200,200
804,11S59,1,0,4,,75,-5900
804,11S59A,2,0,1,,200,-4500
804,BOZ,4,0,1,,200,200
804,Blok-L,5,0,1,,200,200
805,11S510,3,0,1,,200,200
805,11S59,1,0,4,,75,-5900
805,11S59A,2,0,1,,200,-4500
805,BOZ,4,0,1,,200,200
805,Blok-ML,5,0,1,,200,200
806,11S510,3,0,1,,200,200
806,11S59,1,0,4,,75,-5900
806,11S59A,2,0,1,,200,-4500
806,BOZ,4,0,1,,200,200
806,Blok-NVL,5,0,1,,200,200
807,11S510,3,0,1,,200,200
807,11S59,1,0,4,,75,-5900
807,11S59A,2,0,1,,200,-4500
807,BOZ,4,0,1,,200,200
807,Blok SO-L,5,0,1,,200,200
808,11S510,3,0,1,,200,200
808,11S59,1,0,4,,75,-5900
808,11S59A,2,0,1,,200,-4500
808,BOZ,4,0,1,,200,200
808,Blok-VL,5,0,1,,200,200
809,11S510,3,0,1,,200,200
809,11S59,1,0,4,,75,-5900
809,11S59A,2,0,1,,200,-4500
809,BOZ,4,0,1,,200,200
809,Blok-L,5,0,1,,200,200
810,11S510,3,0,1,,200,200
810,11S59,1,0,4,,75,-5900
810,11S59A,2,0,1,,200,-4500
810,BOZ,4,0,1,,200,200
810,Blok-2BL,5,0,1,,200,200
811,11S510,3,0,1,,200,200
811,11S59,1,0,4,,75,-5900
811,11S59A,2,0,1,,200,-4500
811,BOZ,4,0,1,,200,200
811,Blok-ML,5,0,1,,200,200
812,Momo,1,0,1,,100,-6378
813,Melanie 1,1,0,1,,5,-6378
813,Oreste,3,0,1,,50,-6370
813,Theodore,2,0,1,,20,-6370
814,Melanie 1,1,0,1,,5,-6378
814,Prosper,2,0,1,,30,-6370
814,Prosper,3,0,1,,90,-6370
815,M-10,1,0,1,,34,-6370
815,M-20,2,1,1,,34,-6370
815,M-30,3,1,1,,34,-6370
815,M-40,4,1,1,,34,-6370
815,SB-310,0,0,8,,10,-6378
816,M-10,1,0,1,,120,-6150
816,M-22TVC,2,0,1,,290,-5300
816,M-3A,3,0,1,,3000,280
816,SB-310,0,0,8,,10,-6378
817,M-10,1,0,1,,75,-6300
817,M-20,2,0,1,,160,-5500
817,M-30,3,1,1,,160,-5500
817,M-40,4,0,1,,160,-5500
817,SB-310,0,0,8,,10,-6378
818,KM-H,4,0,1,,3800,800
818,M-13,1,0,1,,120,-6000
818,M-22TVC,2,0,1,,328,-4450
818,M-3A,3,0,1,,800,300
818,SB-310,0,0,8,,10,-6378
819,M-13TVC,1,0,1,,120,-6000
